BookingID,PassengerID,IATA,PilotID,FlightStatus,DepartureDate
42364,H6jJtt,DDG,42750,Delayed,05-10-2022
42365,IEuIX8,OAR,42751,Delayed,02-01-2022
42366,J7zMKb,MCB,42752,Delayed,1-29-2022
42367,LcpZ5w,LPM,42753,On Time,10-15-2022
42368,Ddp87N,ASH,42754,Cancelled,12-12-2022
42369,nsrIsl,BDE,42755,Delayed,05-08-2022
42370,vxzOMX,LBS,42756,Cancelled,1-25-2022
42371,xTkXMh,KAB,42757,On Time,04-09-2022
42372,d61Okb,BBB,42758,Cancelled,9-15-2022
42373,LH1afS,KYX,42759,On Time,9-30-2022
42374,7q6LPH,ARE,42760,On Time,05-07-2022
42375,pbgwo4,AOH,42761,Delayed,11-10-2022
42376,ujsM7w,KOD,42762,On Time,03-08-2022
42377,AuSx4W,SYP,42763,Cancelled,12-04-2022
42378,rYVqfP,ONR,42764,Cancelled,01-07-2022
42379,Koc3QQ,FTA,42765,On Time,9-23-2022
42380,bgBMcr,KEH,42766,Cancelled,4-27-2022
42381,1VabSM,UVE,42767,Delayed,8-18-2022
42382,QXfzGw,DES,42768,Cancelled,12-05-2022
42383,thr5JU,REW,42769,Delayed,8-14-2022
42384,2GZE12,TPC,42770,Delayed,11-04-2022
42385,SMd0Rg,MZZ,42771,On Time,01-07-2022
42386,acZTcT,RTY,42772,On Time,06-05-2022
42387,XDl1DC,PNK,42773,Delayed,12-28-2022
42388,VLSSwv,YGL,42774,Cancelled,07-01-2022
42389,Yf20jE,FAF,42775,Delayed,9-23-2022
42390,26bHiK,TKE,42776,Delayed,2-23-2022
42391,wZHMMY,DEH,42777,Cancelled,6-13-2022
42392,1vbZvh,SCP,42778,Delayed,5-15-2022
42393,ugTw5B,SYE,42779,Cancelled,5-29-2022
42394,Ldv9AI,DRU,42780,On Time,03-10-2022
42395,mqQvML,YWM,42781,On Time,5-29-2022
42396,FE82k8,MGU,42782,Delayed,3-23-2022
42397,etHQf5,AQY,42783,Cancelled,10-22-2022
42398,lSWuPJ,QSN,42784,Cancelled,05-04-2022
42399,txuTsD,LGH,42785,Delayed,06-12-2022
42400,bg6Vf7,FTX,42786,On Time,6-22-2022
42401,0XfZoI,QBC,42787,Delayed,2-18-2022
42402,KgjsQT,NQU,42788,Delayed,12-19-2022
42403,e9RNFh,KRN,42789,On Time,07-07-2022
42404,z5R178,VIV,42790,On Time,02-03-2022
42405,Uny5tN,ARV,42791,Delayed,1-25-2022
42406,Ux6Ajv,AEB,42792,On Time,08-04-2022
42407,ScdLe3,ICC,42793,Delayed,08-05-2022
42408,5iS8DL,YBR,42794,Delayed,04-07-2022
42409,J6sSaN,AHY,42795,Cancelled,04-05-2022
42410,IdDmlw,SER,42796,On Time,7-21-2022
42411,GAnZhI,OTT,42797,Delayed,07-07-2022
42412,C8oPRX,SDH,42798,On Time,3-16-2022
42413,9Em65h,NDY,42799,On Time,8-16-2022
42414,SiFJ4f,SNX,42800,On Time,11-01-2022
42415,0zD6X9,SXZ,42801,Delayed,11-25-2022
42416,tMdiGm,DEB,42802,Cancelled,12-04-2022
42417,TVtNtF,MCL,42803,Cancelled,09-11-2022
42418,rJBZZ3,DUE,42804,Cancelled,3-30-2022
42419,smHbQr,AIK,42805,Cancelled,1-26-2022
42420,v6hBiC,KWG,42806,On Time,9-15-2022
42421,Mcr9NI,QDB,42807,Cancelled,7-28-2022
42422,k2rPkR,PSH,42808,Delayed,02-12-2022
42423,DeaG4f,ESP,42809,Cancelled,5-25-2022
42424,jiyfnW,ZAZ,42810,On Time,08-02-2022
42425,s40d1d,LAU,42811,On Time,10-26-2022
42426,eD6vjU,MFN,42812,Delayed,06-03-2022
42427,2hPlXe,YXS,42813,Cancelled,2-16-2022
42428,OcKCgA,MZA,42814,On Time,3-20-2022
42429,gj7abn,BXP,42815,On Time,01-06-2022
42430,LvEX8K,BDS,42816,Delayed,8-23-2022
42431,WYcIwu,WFK,42817,Delayed,1-31-2022
42432,fv5sjM,XDA,42818,On Time,02-03-2022
42433,WSqpHX,DBC,42819,On Time,12-07-2022
42434,Iikxd8,ECA,42820,Cancelled,07-08-2022
42435,d5lEDK,LAX,42821,Cancelled,11-04-2022
42436,AEFrp2,IVL,42822,Cancelled,11-27-2022
42437,x1FBLw,KBC,42823,Delayed,12-16-2022
42438,kFFGxp,PKU,42824,Cancelled,1-24-2022
42439,SJnN0E,ADW,42825,Delayed,07-11-2022
42440,YK8yjz,KRE,42826,Cancelled,3-15-2022
42441,QXPKpz,DUE,42827,On Time,12-22-2022
42442,muR332,YAI,42828,Delayed,3-15-2022
42443,SDNBmI,YWN,42829,Cancelled,08-08-2022
42444,7NzeP2,SNQ,42830,On Time,6-18-2022
42445,qGLxGR,SVC,42831,Delayed,10-03-2022
42446,kUe3IX,GBF,42832,Delayed,8-15-2022
42447,i4X3xq,YRC,42833,On Time,2-23-2022
42448,0BwVFK,GPL,42834,Delayed,04-12-2022
42449,f5g6fa,TMU,42835,On Time,11-14-2022
42450,c6aXUK,ATX,42836,Cancelled,06-10-2022
42451,Nx9NDa,ZAD,42837,Delayed,5-14-2022
42452,YQHoRh,OBL,42838,Delayed,07-03-2022
42453,N4AtGA,MXU,42839,Delayed,2-25-2022
42454,kGaWWb,ZNE,42840,Cancelled,10-07-2022
42455,r1sZrM,PPE,42841,Cancelled,08-06-2022
42456,qfYeM7,ODL,42842,Cancelled,05-12-2022
42457,69ELWt,XSC,42843,Cancelled,10-11-2022
42458,NUAzhT,GCC,42844,Delayed,3-19-2022
42459,v9lhI6,DDN,42845,Cancelled,12-26-2022
42460,wQ8QuT,MIT,42846,Cancelled,06-02-2022
42461,ld983K,DRY,42847,Delayed,4-22-2022
42462,AQg5kx,BGJ,42848,Cancelled,08-06-2022
42463,E1mzku,PNP,42849,Cancelled,10-31-2022
42464,38ODhe,PWO,42850,Cancelled,02-03-2022
42465,ZzPRsT,GOI,42851,Delayed,4-18-2022
42466,u84hVp,KVC,42852,On Time,8-19-2022
42467,tQN5XW,MFN,42853,Cancelled,4-29-2022
42468,RoQ4kP,ALL,42854,Cancelled,04-12-2022
42469,3Tl8Ez,OAG,42855,On Time,07-11-2022
42470,Wpr5bU,BBC,42856,Delayed,4-17-2022
42471,7IuDSI,NTO,42857,Delayed,8-28-2022
42472,pG1A0Y,LTI,42858,Cancelled,2-23-2022
42473,B3dnLC,OBL,42859,Cancelled,6-26-2022
42474,HnhvTy,RSH,42860,On Time,11-01-2022
42475,RzYZ8t,RBR,42862,On Time,11-13-2022
42476,0oYAb4,DBC,42863,Delayed,10-23-2022
42477,Mg7Hiw,CEM,42864,On Time,11-13-2022
42478,9zBKZa,RJA,42865,Delayed,04-07-2022
42479,ielunY,DGG,42866,Cancelled,12-21-2022
42480,5PHzDw,CIF,42867,Cancelled,8-19-2022
42481,FrBzM6,DEE,42868,Cancelled,03-06-2022
42482,tKyBqr,NTC,42869,Cancelled,3-27-2022
42483,L6gcGN,ESP,42870,On Time,8-19-2022
42484,Ar6C2n,KZI,42871,Cancelled,8-24-2022
42485,Bt6nDn,CAH,42872,Delayed,12-17-2022
42486,12P2XG,TOK,42873,On Time,10-11-2022
42487,zOKeM1,CIG,42874,Delayed,07-09-2022
42488,oDf9O5,KPF,42875,Cancelled,1-27-2022
42489,0EjDg4,RBT,42876,On Time,12-29-2022
42490,Dv1mhx,WAN,42877,On Time,2-24-2022
42491,SjIwEw,XNG,42878,On Time,11-10-2022
42492,lfolt4,NGZ,42879,Cancelled,11-08-2022
42493,AFjBdv,OAZ,42881,On Time,10-16-2022
42494,R3ZUbI,SQH,42882,Delayed,1-16-2022
42495,s88KOm,WKR,42883,Delayed,2-13-2022
42496,mRHFZf,CZJ,42884,Delayed,10-29-2022
42497,RsjoAa,DWN,42885,Cancelled,06-08-2022
42498,tXAUUH,GAD,42886,On Time,12-13-2022
42499,HB6cml,LUL,42887,Delayed,4-22-2022
42500,gN5XTc,MGT,42888,On Time,05-12-2022
42501,Q6qhdM,SPP,42889,On Time,11-06-2022
42502,zPKkBq,WUZ,42890,Cancelled,12-06-2022
42503,JibPja,BEA,42891,On Time,04-04-2022
42504,v5lWKf,FDO,42892,Delayed,12-08-2022
42505,CHTtDd,GUV,42893,Cancelled,02-04-2022
42506,Sppjq3,GIF,42894,Delayed,12-17-2022
42507,QC22eU,CZH,42895,Delayed,9-21-2022
42508,skjFxY,GWS,42896,Delayed,12-02-2022
42509,ucLV07,CGO,42897,Delayed,04-10-2022
42510,0KzSF4,EWO,42898,Delayed,10-15-2022
42511,y5dANc,ICA,42899,Delayed,07-08-2022
42512,HkulpL,LOT,42900,Cancelled,5-28-2022
42513,D20NQL,AIA,42901,On Time,06-12-2022
42514,t91OzH,FON,42902,Delayed,10-20-2022
42515,bmNs6F,LAM,42903,Delayed,10-02-2022
42516,yMTnCS,PTH,42904,Cancelled,10-23-2022
42517,VRehMF,PPJ,42905,Delayed,9-19-2022
42518,5iNwuc,AQY,42906,Cancelled,07-03-2022
42519,4KrWtr,KJH,42907,Delayed,10-22-2022
42520,B5Kj9p,GST,42908,Cancelled,9-21-2022
42521,5YwnaJ,TPT,42909,Delayed,12-23-2022
42522,q1mzHi,UYN,42910,On Time,12-06-2022
42523,BVs8S5,OSM,42911,Cancelled,5-22-2022
42524,HhbKNt,HTS,42912,Delayed,7-26-2022
42525,0hd9cU,SCB,42913,Delayed,01-05-2022
42526,OX3GZZ,ARY,42914,On Time,8-17-2022
42527,4WlOb7,LYX,42915,On Time,6-21-2022
42528,WdQV4F,ICK,42916,Delayed,10-11-2022
42529,ZxFUCE,AEK,42917,Delayed,07-08-2022
42530,SedpaE,SCR,42918,On Time,1-26-2022
42531,ZnmtWz,FXO,42919,Delayed,9-22-2022
42532,ytHD1Y,KIB,42920,On Time,6-23-2022
42533,Y6CvZc,THE,42921,On Time,1-14-2022
42534,xmS4vo,SDK,42922,Cancelled,7-15-2022
42535,MhwkwQ,NRA,42923,Cancelled,08-01-2022
42536,yaV2LO,TQP,42924,On Time,6-29-2022
42537,sRwten,EHM,42925,Delayed,9-14-2022
42538,FfWwSs,DYW,42926,Cancelled,08-02-2022
42539,Qf42hx,XNN,42927,On Time,09-06-2022
42540,p2VA9C,ANA,42928,Cancelled,3-31-2022
42541,kyDIeZ,TRE,42929,Delayed,06-06-2022
42542,2vW6jS,TGL,42930,On Time,11-14-2022
42543,KVEo7Q,YSH,42931,Delayed,9-21-2022
42544,7GjLSA,CXA,42932,Cancelled,02-05-2022
42545,JMZIAe,GSS,42933,Delayed,05-03-2022
42546,PpE3VT,CGS,42934,Cancelled,1-26-2022
42547,c5VM0F,ADX,42935,On Time,2-20-2022
42548,9q7Si6,EPU,42936,On Time,5-25-2022
42549,CTpVyK,KXF,42937,On Time,9-24-2022
42550,7RGmdp,CAM,42938,Delayed,12-08-2022
42551,Cskwti,USO,42939,Delayed,08-02-2022
42552,LK7PJC,WPU,42940,Delayed,4-27-2022
42553,xFI9bC,SWG,42941,On Time,11-21-2022
42554,ce8v1M,XTG,42942,Cancelled,11-04-2022
42555,RQkrLx,YSE,42943,Cancelled,10-27-2022
42556,aaPP9Z,AGY,42944,Delayed,10-05-2022
42557,VxdMqg,KKY,42945,Delayed,6-28-2022
42558,YiWj63,FOD,42946,Cancelled,01-09-2022
42559,5vsYWV,MRC,42947,On Time,4-21-2022
42560,bW1UZR,CHC,42948,Delayed,4-26-2022
42561,C0YVPd,LIP,42949,Cancelled,06-01-2022
42562,VKDbrj,BAN,42950,On Time,3-13-2022
42563,uRU1iZ,OEL,42951,Delayed,12-02-2022
42564,xbXiQo,CEB,42952,Cancelled,3-28-2022
42565,hVVzrz,ZBF,42953,Delayed,11-24-2022
42566,sFcugP,NYN,42954,On Time,5-13-2022
42567,yNyIfF,ULZ,42955,Delayed,07-09-2022
42568,TWqvmn,MYZ,42956,On Time,03-08-2022
42569,y0drFD,MKL,42957,On Time,2-21-2022
42570,HqVZOn,HAW,42958,On Time,08-03-2022
42571,JsgyGi,MQV,42959,Delayed,5-24-2022
42572,ZOwAZY,PMR,42960,Delayed,7-16-2022
42573,P23Uyu,DIG,42961,On Time,12-03-2022
42574,mQ3s1o,BFJ,42962,Delayed,3-16-2022
42575,lBWKsS,AFK,42963,On Time,12-09-2022
42576,SlheBN,YFB,42964,Cancelled,05-10-2022
42577,L9CkuQ,SRU,42965,Delayed,04-10-2022
42578,WhXf4Z,SWG,42966,Delayed,5-29-2022
42579,fLAg3o,BLU,42967,Delayed,2-22-2022
42580,ZcWZow,PUY,42968,Cancelled,09-06-2022
42581,kRyPH6,ORY,42969,Cancelled,12-19-2022
42582,7offKk,RYG,42970,Delayed,11-29-2022
42583,c7LgH6,YYS,42971,Delayed,8-19-2022
42584,XpiCaN,BSU,42972,Delayed,2-27-2022
42585,Ci8IxM,GUA,42973,On Time,10-24-2022
42586,OBgSE1,DED,42974,Cancelled,02-02-2022
42587,kzJByL,NVT,42975,Delayed,05-03-2022
42588,XT9nzX,MHU,42977,Cancelled,09-09-2022
42589,0O8aSR,YQV,42978,Cancelled,08-11-2022
42590,fqUHbc,RKE,42979,On Time,06-02-2022
42591,8zQbt4,BVG,42980,On Time,3-24-2022
42592,En6fn1,GPZ,42981,Cancelled,4-20-2022
42593,Ruof0w,PPV,42982,Cancelled,8-13-2022
42594,TX5Oi0,FHU,42983,Delayed,11-28-2022
42595,plc3T5,VJB,42984,Cancelled,09-06-2022
42596,GL1nWS,KGE,42985,Delayed,5-29-2022
42597,bTGQGy,SFL,42986,Delayed,3-17-2022
42598,OHs5im,PTX,42987,Delayed,1-24-2022
42599,1Cc763,TIB,42988,Cancelled,6-22-2022
42600,5wWmMU,AVG,42989,Cancelled,8-26-2022
42601,bLDe9Y,EAB,42990,Delayed,9-15-2022
42602,OURc57,CCC,42991,On Time,7-27-2022
42603,QYmyOS,DTU,42992,Cancelled,8-25-2022
42604,jet2HK,NUU,42993,On Time,08-10-2022
42605,8koeNO,LTU,42994,On Time,03-05-2022
42606,vU6SyD,DON,42995,Delayed,3-31-2022
42607,KHsTcZ,KDU,42996,Cancelled,11-17-2022
42608,2WRo9h,GRM,42997,Delayed,09-04-2022
42609,FRJnpa,MSJ,42998,On Time,1-25-2022
42610,SGWJAM,HLP,42999,Delayed,03-05-2022
42611,3j3RQb,SYM,43000,On Time,05-02-2022
42612,0NQVHx,WAH,43002,Cancelled,5-24-2022
42613,wyLKB4,TML,43003,Delayed,3-30-2022
42614,MhvW7J,BCR,43004,Delayed,7-14-2022
42615,G2H6L4,ADK,43005,On Time,05-08-2022
42616,VANu7y,BFJ,43006,Cancelled,03-12-2022
42617,voyneM,YDB,43007,On Time,03-07-2022
42618,ZR7k4Q,ARV,43008,Delayed,02-09-2022
42619,3wuh9i,ADX,43009,Delayed,09-06-2022
42620,nIfmro,ZPB,43010,On Time,11-18-2022
42621,ozTbPG,WHT,43011,Cancelled,9-26-2022
42622,Ie35gk,YAH,43012,On Time,9-30-2022
42623,ygv8D1,RRT,43013,Delayed,11-13-2022
42624,ls8nWn,HFF,43014,Delayed,5-13-2022
42625,caxwxS,LHK,43015,Delayed,01-06-2022
42626,LyX99G,CDF,43016,On Time,4-23-2022
42627,uVT9zD,HSJ,43017,On Time,11-27-2022
42628,t2hSPF,AJS,43018,Delayed,02-12-2022
42629,D4thuf,RIC,43019,Cancelled,3-21-2022
42630,xOQt7Y,MTK,43020,Cancelled,02-04-2022
42631,hdj0GZ,BAG,43021,Delayed,08-06-2022
42632,7lAA6Q,YCT,43022,Delayed,7-15-2022
42633,462Ij9,YQZ,43023,On Time,2-17-2022
42634,icOwhk,MII,43024,Cancelled,11-10-2022
42635,ULwQr1,MIS,43025,On Time,05-10-2022
42636,GrkdOf,SBE,43026,Delayed,7-31-2022
42637,l3OblS,AIY,43027,Delayed,02-11-2022
42638,vtAeqv,AVB,43028,Delayed,6-13-2022
42639,tbujgT,HAB,43029,Cancelled,04-06-2022
42640,OZi38S,SQW,43030,Cancelled,9-19-2022
42641,diPfYC,VPE,43031,Delayed,10-22-2022
42642,XhPAF7,YVG,43032,On Time,11-10-2022
42643,id2G8u,CNV,43033,On Time,9-15-2022
42644,l8cpCL,YCY,43034,On Time,1-30-2022
42645,QsoqG6,NRN,43035,On Time,8-23-2022
42646,vQmvfd,KOJ,43036,On Time,04-10-2022
42647,RKcKuA,DTD,43037,On Time,8-16-2022
42648,3W59Q2,THA,43038,Cancelled,5-13-2022
42649,09HNvx,EMY,43039,On Time,1-24-2022
42650,y2f9jx,EBL,43040,On Time,05-11-2022
42651,lUDal6,EDK,43041,Cancelled,8-21-2022
42652,fcBa2Z,FNE,43043,Delayed,4-27-2022
42653,Z4xAfm,XAP,43044,On Time,09-08-2022
42654,OyokMC,YLK,43045,Cancelled,4-18-2022
42655,Q8vhd2,EED,43046,Delayed,01-08-2022
42656,AloeBh,DVP,43047,On Time,10-25-2022
42657,Hcb0Tg,GEX,43048,Delayed,11-25-2022
42658,de77PG,TET,43049,Delayed,11-05-2022
42659,PhTzcR,BMG,43050,On Time,3-31-2022
42660,oEyBtH,ELH,43051,Cancelled,12-20-2022
42661,CUw5LM,OUN,43052,Cancelled,12-04-2022
42662,VhM1vc,LAG,43053,Cancelled,5-26-2022
42663,ZzzdY3,HRO,43054,Cancelled,11-29-2022
42664,HWGqOM,WMX,43055,Delayed,12-29-2022
42665,avkh04,CCU,43056,Delayed,6-22-2022
42666,AFMqKU,SMI,43057,Cancelled,2-21-2022
42667,pndPQn,BEH,43058,Delayed,6-29-2022
42668,480knd,BNV,43059,Cancelled,01-08-2022
42669,GCQLqo,SJS,43060,Cancelled,01-09-2022
42670,wF27X8,PAY,43061,Delayed,6-24-2022
42671,IPFxI8,LNR,43062,On Time,04-04-2022
42672,yek4kZ,SME,43063,Delayed,9-27-2022
42673,PJ1XnG,APU,43064,On Time,3-27-2022
42674,UHjMsF,BQS,43065,Cancelled,8-19-2022
42675,CObEIU,SBX,43066,On Time,12-29-2022
42676,s2nusk,JAF,43067,Cancelled,07-11-2022
42677,1dUdyv,YCK,43068,Delayed,12-25-2022
42678,v3NmMq,VOK,43069,On Time,11-11-2022
42679,GiZ3wi,BDD,43070,On Time,11-09-2022
42680,T7sSGk,TSE,43071,Cancelled,1-24-2022
42681,d4qyzs,BIL,43072,On Time,4-30-2022
42682,aV1VPJ,NCS,43073,On Time,09-02-2022
42683,2dqolo,YZD,43074,On Time,1-31-2022
42684,DlrhgY,DTM,43075,Delayed,9-16-2022
42685,JFNra8,DNG,43076,Delayed,5-22-2022
42686,xlx6Tc,TPR,43077,Cancelled,8-13-2022
42687,Wtrpe2,TNX,43078,Delayed,09-07-2022
42688,wbo36p,ELA,43079,Delayed,8-28-2022
42689,VrQXCt,PTP,43080,Cancelled,4-21-2022
42690,MeGP03,MCO,43081,Cancelled,12-08-2022
42691,J2a8LL,IND,43082,On Time,5-14-2022
42692,qEVgfx,FOY,43083,Delayed,1-29-2022
42693,2aHN2C,TUF,43084,On Time,9-17-2022
42694,15g6dT,AOE,43085,Delayed,10-25-2022
42695,YOmIkg,GPN,43086,Cancelled,07-01-2022
42696,cMrmVY,NCE,43087,On Time,1-27-2022
42697,JLFbtd,BQV,43088,Delayed,11-04-2022
42698,1Qq5XW,BSJ,43089,Delayed,5-24-2022
42699,72LhX0,KGE,43090,Cancelled,08-04-2022
42700,5HrYFG,BWA,43091,Cancelled,07-01-2022
42701,VLHLyf,KIZ,43092,Cancelled,5-31-2022
42702,FRZC8I,KIS,43093,Cancelled,10-23-2022
42703,FoCaSi,BJL,43094,Delayed,12-24-2022
42704,xfM7PI,RAT,43095,On Time,3-26-2022
42705,9iwthX,GAX,43096,Cancelled,06-11-2022
42706,Xu5S7T,LGN,43097,Cancelled,10-27-2022
42707,OKlv7q,HFD,43098,Cancelled,11-11-2022
42708,oslswS,AQS,43099,On Time,10-16-2022
42709,5Fw76s,IPA,43100,Delayed,06-03-2022
42710,S7hjOQ,OFF,43101,On Time,6-20-2022
42711,JsK66O,BGQ,43102,Cancelled,5-17-2022
42712,tnGC5c,MGF,43103,On Time,12-09-2022
42713,nnIpdI,ALJ,43104,Delayed,11-22-2022
42714,O6rl8c,KSC,43105,On Time,07-07-2022
42715,gKxAXB,SZE,43106,Cancelled,09-03-2022
42716,6mF7nW,NDC,43107,Cancelled,03-07-2022
42717,hWKvRD,MMM,43108,Delayed,2-19-2022
42718,HLbBrH,PGB,43109,On Time,09-11-2022
42719,pyvvm8,LML,43110,On Time,8-30-2022
42720,LQj4nr,BDE,43111,Delayed,12-15-2022
42721,1qELTd,UBU,43112,On Time,04-05-2022
42722,9HY7nq,WJF,43113,Cancelled,03-04-2022
42723,ZabDWC,KLS,43114,On Time,9-20-2022
42724,R8YZKT,UKN,43115,Delayed,10-13-2022
42725,AI4OfK,OKG,43116,Delayed,12-06-2022
42726,kOCHlR,KOM,43117,Delayed,3-19-2022
42727,6Z7Ifq,VVZ,43118,Cancelled,10-10-2022
42728,3i6DyB,JIB,43119,Cancelled,7-23-2022
42729,Wz1iGr,KVD,43120,On Time,2-13-2022
42730,X4sfsK,GCI,43121,Cancelled,8-18-2022
42731,jk7ohZ,SLT,43122,Delayed,12-25-2022
42732,ikzfp5,EUE,43123,On Time,1-27-2022
42733,7WW14p,OTV,43124,Delayed,7-30-2022
42734,MIf5ej,GYY,43125,On Time,04-05-2022
42735,KaQDno,HGH,43126,Delayed,4-27-2022
42736,80kjnv,MIZ,43127,Delayed,4-24-2022
42737,ueTT36,STW,43128,On Time,02-11-2022
42738,WWsxji,HWN,43129,On Time,3-20-2022
42739,LggD8f,WRB,43130,Cancelled,6-25-2022
42740,YxbhuP,SGO,43131,Delayed,11-22-2022
42741,gmeQeD,ACN,43132,Cancelled,7-19-2022
42742,S2qUuc,TTQ,43133,Delayed,9-24-2022
42743,MXZ6uF,BKH,43134,On Time,12-10-2022
42744,TXwdoB,DIJ,43135,Delayed,9-19-2022
42745,RWM58J,CLW,43136,On Time,7-15-2022
42746,1bVfJk,MJK,43137,Cancelled,7-23-2022
42747,4IpAz5,KPN,43138,Cancelled,09-10-2022
42748,encozU,AAO,43139,Cancelled,9-29-2022
42749,LZ8pwp,JOT,43140,Delayed,1-27-2022
42750,huyzVw,AYA,43141,On Time,5-24-2022
42751,g6piN6,YYU,43142,Cancelled,1-24-2022
42752,0MwTmr,CXL,43143,On Time,03-09-2022
42753,mq4Ti6,LIX,43144,Cancelled,08-10-2022
42754,QdVLZi,BCQ,43145,On Time,03-10-2022
42755,v5Zy6e,GLC,43146,On Time,8-26-2022
42756,aMan1X,COF,43147,Delayed,06-12-2022
42757,4rtOWM,NTY,43148,Delayed,01-08-2022
42758,3VtDI9,CYW,43149,On Time,10-21-2022
42759,5VxVtK,YQX,43150,Cancelled,09-10-2022
42760,0jccfZ,DUK,43151,Delayed,2-25-2022
42761,4ireX9,POX,43152,Cancelled,12-14-2022
42762,Y8Gmes,ERF,43153,Delayed,01-04-2022
42763,PHvdb2,LES,43154,Cancelled,1-31-2022
42764,BTrUMa,IRK,43155,On Time,12-06-2022
42765,LjeaYX,RQO,43156,On Time,3-20-2022
42766,aHlG9H,PSX,43157,On Time,6-22-2022
42767,MGpkBA,NPH,43158,Cancelled,01-02-2022
42768,apinL5,CAH,43159,Cancelled,11-29-2022
42769,cqACnb,AZT,43160,On Time,8-24-2022
42770,Khfmcv,RIS,43161,On Time,06-04-2022
42771,krK1ED,SYR,43162,On Time,5-29-2022
42772,hQIhNW,PCF,43163,Cancelled,09-04-2022
42773,TKIqEt,UGI,43164,On Time,3-25-2022
42774,OHt46h,MST,43165,Delayed,11-12-2022
42775,BgTYPr,TTG,43166,Delayed,09-02-2022
42776,ksVm6v,LJU,43167,Cancelled,7-18-2022
42777,YphXCD,DGF,43168,On Time,02-06-2022
42778,35EuPz,EDO,43169,Delayed,1-13-2022
42779,bvI9xp,BJK,43170,Delayed,11-18-2022
42780,HAzFwO,FXO,43171,On Time,9-22-2022
42781,9NmPRX,JHW,43172,Delayed,3-14-2022
42782,7A5a3g,PRS,43173,Delayed,4-23-2022
42783,MyYKII,OZC,43174,Cancelled,9-20-2022
42784,1ZQ3ko,PCO,43175,Delayed,10-06-2022
42785,SlPHVH,LLW,43176,Delayed,06-09-2022
42786,CUesQJ,BCA,43177,Delayed,6-16-2022
42787,G2Mkbz,TIJ,43178,Delayed,6-28-2022
42788,BT3l0c,TPI,43179,Delayed,07-04-2022
42789,qZh1yu,GSB,43180,Delayed,2-20-2022
42790,t7GFGz,HTL,43181,Delayed,09-10-2022
42791,6jzobm,ERZ,43182,Delayed,12-15-2022
42792,mQOHp3,KCE,43183,Cancelled,2-23-2022
42793,lAsSSC,CIM,43184,Delayed,1-16-2022
42794,DbHDqu,AMP,43185,On Time,4-24-2022
42795,NKmzXu,TWF,43186,On Time,10-04-2022
42796,Tc91vg,GYG,43187,Delayed,12-18-2022
42797,ccJ7Gu,MUF,43188,Delayed,06-09-2022
42798,0oEwxw,OAK,43189,Delayed,11-01-2022
42799,Y6uE9S,DTA,43190,Cancelled,8-27-2022
42800,eYsPcL,KIV,43191,Delayed,07-04-2022
42801,sRJ47p,YPZ,43192,On Time,6-17-2022
42802,oi7yq6,SUO,43193,On Time,3-29-2022
42803,KFH1u1,WUZ,43194,Delayed,02-09-2022
42804,UH3inN,PES,43195,Delayed,01-10-2022
42805,G9agiC,NGS,43196,On Time,2-19-2022
42806,sEOAhr,TSX,43197,On Time,07-05-2022
42807,ndZGFF,TUX,43198,Delayed,4-13-2022
42808,doAv9T,MMS,43199,Cancelled,5-25-2022
42809,xiLWl5,HIO,43200,Cancelled,07-01-2022
42810,tBFEdp,TDX,43201,On Time,12-20-2022
42811,VGOpVV,LOU,43202,Delayed,10-18-2022
42812,tYKVXM,BPI,43203,On Time,5-19-2022
42813,aH7KoY,BLF,43204,On Time,7-28-2022
42814,q3XFPf,LPD,43206,Delayed,01-10-2022
42815,VahZsl,YTT,43207,Cancelled,8-16-2022
42816,X07jHP,BLT,43208,Cancelled,8-14-2022
42817,Uz1ufU,CNT,43209,Delayed,05-09-2022
42818,P2wSBy,BUR,43210,Cancelled,4-20-2022
42819,HfYr9g,SQX,43211,On Time,6-17-2022
42820,CUSHG7,VDR,43212,On Time,10-31-2022
42821,S0BGNb,MHC,43213,Delayed,6-25-2022
42822,JcqkC4,PZU,43214,On Time,6-21-2022
42823,WRhx5P,YQF,43215,Cancelled,4-29-2022
42824,PImSWu,SJU,43216,Cancelled,09-08-2022
42825,Mrdza1,BQW,43218,On Time,10-13-2022
42826,C340dq,BCG,43219,Cancelled,9-30-2022
42827,pbGLXr,KEY,43220,On Time,8-24-2022
42828,yAB4SZ,SRH,43221,Delayed,02-03-2022
42829,tISXyc,TCO,43222,Delayed,4-30-2022
42830,1hveeZ,CYX,43223,On Time,8-18-2022
42831,m4VjZQ,ODH,43224,On Time,6-28-2022
42832,OalvBj,QSI,43225,Cancelled,12-23-2022
42833,UyRAI4,PAB,43226,On Time,3-26-2022
42834,MJOzIX,PBC,43227,Cancelled,12-15-2022
42835,SUeIjg,AKX,43228,Cancelled,3-18-2022
42836,PZN7E7,FUK,43229,On Time,05-10-2022
42837,DFV8FH,CQP,43230,Delayed,6-19-2022
42838,9gmQUc,FBU,43231,Delayed,10-11-2022
42839,o2Oji3,GDV,43232,Delayed,05-03-2022
42840,TOFxML,LIA,43233,Cancelled,06-02-2022
42841,mnQCIg,CRE,43234,On Time,11-24-2022
42842,5A8ydb,MUQ,43235,Cancelled,6-22-2022
42843,YWx7iv,MVW,43236,Cancelled,5-14-2022
42844,wMab4K,ARL,43237,Cancelled,6-23-2022
42845,nt1at3,TUR,43238,Delayed,1-13-2022
42846,gWEAGc,TKL,43239,Cancelled,08-01-2022
