Country Name,Country Code,Series Name,Series Code,2022 [YR2022]
IDA & IBRD total,IBT,Average precipitation in depth (mm per year),AG.LND.PRCP.MM,..
IDA & IBRD total,IBT,Carbon dioxide (CO2) emissions excluding LULUCF per capita (t CO2e/capita),EN.GHG.CO2.PC.CE.AR5,3.75729634484102
IDA blend,IDB,"Population, total",SP.POP.TOTL,651895919
IDA blend,IDB,GDP (current US$),NY.GDP.MKTP.CD,1456880573683.68
IDA blend,IDB,GDP per capita (current US$),NY.GDP.PCAP.CD,2234.83616206483
IDA blend,IDB,Average precipitation in depth (mm per year),AG.LND.PRCP.MM,..
IDA blend,IDB,Carbon dioxide (CO2) emissions excluding LULUCF per capita (t CO2e/capita),EN.GHG.CO2.PC.CE.AR5,0.885663927587803
IDA only,IDX,"Population, total",SP.POP.TOTL,1214632171
IDA only,IDX,GDP (current US$),NY.GDP.MKTP.CD,1618275456730.5
IDA only,IDX,GDP per capita (current US$),NY.GDP.PCAP.CD,1332.31730178708
IDA only,IDX,Average precipitation in depth (mm per year),AG.LND.PRCP.MM,..
IDA only,IDX,Carbon dioxide (CO2) emissions excluding LULUCF per capita (t CO2e/capita),EN.GHG.CO2.PC.CE.AR5,0.437910812532837
IDA total,IDA,"Population, total",SP.POP.TOTL,1866528090
IDA total,IDA,GDP (current US$),NY.GDP.MKTP.CD,3075156030414.19
IDA total,IDA,GDP per capita (current US$),NY.GDP.PCAP.CD,1647.52732460307
IDA total,IDA,Average precipitation in depth (mm per year),AG.LND.PRCP.MM,..
IDA total,IDA,Carbon dioxide (CO2) emissions excluding LULUCF per capita (t CO2e/capita),EN.GHG.CO2.PC.CE.AR5,0.595370118961047
Late-demographic dividend,LTE,"Population, total",SP.POP.TOTL,2323799591
Late-demographic dividend,LTE,GDP (current US$),NY.GDP.MKTP.CD,28550398557203.3
Late-demographic dividend,LTE,GDP per capita (current US$),NY.GDP.PCAP.CD,12286.0846812169
Late-demographic dividend,LTE,Average precipitation in depth (mm per year),AG.LND.PRCP.MM,..
Late-demographic dividend,LTE,Carbon dioxide (CO2) emissions excluding LULUCF per capita (t CO2e/capita),EN.GHG.CO2.PC.CE.AR5,7.60831064813456
Latin America & Caribbean,LCN,"Population, total",SP.POP.TOTL,653108120
Latin America & Caribbean,LCN,GDP (current US$),NY.GDP.MKTP.CD,6144995160894.64
Latin America & Caribbean,LCN,GDP per capita (current US$),NY.GDP.PCAP.CD,9408.84820249156
Latin America & Caribbean,LCN,Average precipitation in depth (mm per year),AG.LND.PRCP.MM,..
Latin America & Caribbean,LCN,Carbon dioxide (CO2) emissions excluding LULUCF per capita (t CO2e/capita),EN.GHG.CO2.PC.CE.AR5,2.64191212344237
Latin America & Caribbean (excluding high income),LAC,"Population, total",SP.POP.TOTL,585648822
Latin America & Caribbean (excluding high income),LAC,GDP (current US$),NY.GDP.MKTP.CD,5336050967302.51
Latin America & Caribbean (excluding high income),LAC,GDP per capita (current US$),NY.GDP.PCAP.CD,9111.34927084769
Latin America & Caribbean (excluding high income),LAC,Average precipitation in depth (mm per year),AG.LND.PRCP.MM,..
Latin America & Caribbean (excluding high income),LAC,Carbon dioxide (CO2) emissions excluding LULUCF per capita (t CO2e/capita),EN.GHG.CO2.PC.CE.AR5,2.50120011340175
Latin America & the Caribbean (IDA & IBRD countries),TLA,"Population, total",SP.POP.TOTL,637837815
Latin America & the Caribbean (IDA & IBRD countries),TLA,GDP (current US$),NY.GDP.MKTP.CD,5851879329574.93
Latin America & the Caribbean (IDA & IBRD countries),TLA,GDP per capita (current US$),NY.GDP.PCAP.CD,9174.55690452428
Latin America & the Caribbean (IDA & IBRD countries),TLA,Average precipitation in depth (mm per year),AG.LND.PRCP.MM,..
Latin America & the Caribbean (IDA & IBRD countries),TLA,Carbon dioxide (CO2) emissions excluding LULUCF per capita (t CO2e/capita),EN.GHG.CO2.PC.CE.AR5,2.64733723885593
Least developed countries: UN classification,LDC,"Population, total",SP.POP.TOTL,1134585604
Least developed countries: UN classification,LDC,GDP (current US$),NY.GDP.MKTP.CD,1474237106700.91
Least developed countries: UN classification,LDC,GDP per capita (current US$),NY.GDP.PCAP.CD,1299.36172423082
Least developed countries: UN classification,LDC,Average precipitation in depth (mm per year),AG.LND.PRCP.MM,..
Least developed countries: UN classification,LDC,Carbon dioxide (CO2) emissions excluding LULUCF per capita (t CO2e/capita),EN.GHG.CO2.PC.CE.AR5,0.38639306262052
Low & middle income,LMY,"Population, total",SP.POP.TOTL,6437946207
Low & middle income,LMY,GDP (current US$),NY.GDP.MKTP.CD,36965295357847.5
Low & middle income,LMY,GDP per capita (current US$),NY.GDP.PCAP.CD,5741.78381882953
Low & middle income,LMY,Average precipitation in depth (mm per year),AG.LND.PRCP.MM,..
Low & middle income,LMY,Carbon dioxide (CO2) emissions excluding LULUCF per capita (t CO2e/capita),EN.GHG.CO2.PC.CE.AR5,3.57465692451404
Low income,LIC,"Population, total",SP.POP.TOTL,591481496
Low income,LIC,GDP (current US$),NY.GDP.MKTP.CD,434268149844.662
Low income,LIC,GDP per capita (current US$),NY.GDP.PCAP.CD,734.204117595357
Low income,LIC,Average precipitation in depth (mm per year),AG.LND.PRCP.MM,..
Low income,LIC,Carbon dioxide (CO2) emissions excluding LULUCF per capita (t CO2e/capita),EN.GHG.CO2.PC.CE.AR5,0.345689607768003
Lower middle income,LMC,"Population, total",SP.POP.TOTL,3043358377
Lower middle income,LMC,GDP (current US$),NY.GDP.MKTP.CD,7588963714927.96
Lower middle income,LMC,GDP per capita (current US$),NY.GDP.PCAP.CD,2493.61487371356
Lower middle income,LMC,Average precipitation in depth (mm per year),AG.LND.PRCP.MM,..
Lower middle income,LMC,Carbon dioxide (CO2) emissions excluding LULUCF per capita (t CO2e/capita),EN.GHG.CO2.PC.CE.AR5,1.5417676120861
"Middle East, North Africa, Afghanistan & Pakistan",MEA,"Population, total",SP.POP.TOTL,782349366
"Middle East, North Africa, Afghanistan & Pakistan",MEA,GDP (current US$),NY.GDP.MKTP.CD,5030925398736.26
"Middle East, North Africa, Afghanistan & Pakistan",MEA,GDP per capita (current US$),NY.GDP.PCAP.CD,6430.53553485753
"Middle East, North Africa, Afghanistan & Pakistan",MEA,Average precipitation in depth (mm per year),AG.LND.PRCP.MM,..
"Middle East, North Africa, Afghanistan & Pakistan",MEA,Carbon dioxide (CO2) emissions excluding LULUCF per capita (t CO2e/capita),EN.GHG.CO2.PC.CE.AR5,4.09432116464173
"Middle East, North Africa, Afghanistan & Pakistan (excluding high income)",MNA,"Population, total",SP.POP.TOTL,716508657
"Middle East, North Africa, Afghanistan & Pakistan (excluding high income)",MNA,GDP (current US$),NY.GDP.MKTP.CD,2160815136190.98
"Middle East, North Africa, Afghanistan & Pakistan (excluding high income)",MNA,GDP per capita (current US$),NY.GDP.PCAP.CD,3015.7557973385
"Middle East, North Africa, Afghanistan & Pakistan (excluding high income)",MNA,Average precipitation in depth (mm per year),AG.LND.PRCP.MM,..
"Middle East, North Africa, Afghanistan & Pakistan (excluding high income)",MNA,Carbon dioxide (CO2) emissions excluding LULUCF per capita (t CO2e/capita),EN.GHG.CO2.PC.CE.AR5,2.73637800434735
"Middle East, North Africa, Afghanistan & Pakistan (IDA & IBRD)",TMN,"Population, total",SP.POP.TOTL,711465045
"Middle East, North Africa, Afghanistan & Pakistan (IDA & IBRD)",TMN,GDP (current US$),NY.GDP.MKTP.CD,2141649636190.98
"Middle East, North Africa, Afghanistan & Pakistan (IDA & IBRD)",TMN,GDP per capita (current US$),NY.GDP.PCAP.CD,3010.19656726913
"Middle East, North Africa, Afghanistan & Pakistan (IDA & IBRD)",TMN,Average precipitation in depth (mm per year),AG.LND.PRCP.MM,..
"Middle East, North Africa, Afghanistan & Pakistan (IDA & IBRD)",TMN,Carbon dioxide (CO2) emissions excluding LULUCF per capita (t CO2e/capita),EN.GHG.CO2.PC.CE.AR5,2.73637800434735
Middle income,MIC,"Population, total",SP.POP.TOTL,5846464711
Middle income,MIC,GDP (current US$),NY.GDP.MKTP.CD,36528767758177.8
Middle income,MIC,GDP per capita (current US$),NY.GDP.PCAP.CD,6248.00962014697
Middle income,MIC,Average precipitation in depth (mm per year),AG.LND.PRCP.MM,..
Middle income,MIC,Carbon dioxide (CO2) emissions excluding LULUCF per capita (t CO2e/capita),EN.GHG.CO2.PC.CE.AR5,3.89601668348134
North America,NAC,"Population, total",SP.POP.TOTL,373018004
North America,NAC,GDP (current US$),NY.GDP.MKTP.CD,27803134368745.3
North America,NAC,GDP per capita (current US$),NY.GDP.PCAP.CD,74535.6365392629
North America,NAC,Average precipitation in depth (mm per year),AG.LND.PRCP.MM,..
North America,NAC,Carbon dioxide (CO2) emissions excluding LULUCF per capita (t CO2e/capita),EN.GHG.CO2.PC.CE.AR5,14.4546888948556
Not classified,INX,"Population, total",SP.POP.TOTL,..
Not classified,INX,GDP (current US$),NY.GDP.MKTP.CD,..
Not classified,INX,GDP per capita (current US$),NY.GDP.PCAP.CD,..
Not classified,INX,Average precipitation in depth (mm per year),AG.LND.PRCP.MM,..
Not classified,INX,Carbon dioxide (CO2) emissions excluding LULUCF per capita (t CO2e/capita),EN.GHG.CO2.PC.CE.AR5,..
OECD members,OED,"Population, total",SP.POP.TOTL,1378565677
OECD members,OED,GDP (current US$),NY.GDP.MKTP.CD,60588200976081.3
OECD members,OED,GDP per capita (current US$),NY.GDP.PCAP.CD,43950.173710934
OECD members,OED,Average precipitation in depth (mm per year),AG.LND.PRCP.MM,..
OECD members,OED,Carbon dioxide (CO2) emissions excluding LULUCF per capita (t CO2e/capita),EN.GHG.CO2.PC.CE.AR5,8.42684798687324
Other small states,OSS,"Population, total",SP.POP.TOTL,12699005
Other small states,OSS,GDP (current US$),NY.GDP.MKTP.CD,181859538439.061
Other small states,OSS,GDP per capita (current US$),NY.GDP.PCAP.CD,14320.7706776288
Other small states,OSS,Average precipitation in depth (mm per year),AG.LND.PRCP.MM,..
Other small states,OSS,Carbon dioxide (CO2) emissions excluding LULUCF per capita (t CO2e/capita),EN.GHG.CO2.PC.CE.AR5,4.06107663404187
Pacific island small states,PSS,"Population, total",SP.POP.TOTL,2656049
Pacific island small states,PSS,GDP (current US$),NY.GDP.MKTP.CD,10350119919.8256
Pacific island small states,PSS,GDP per capita (current US$),NY.GDP.PCAP.CD,3896.81060847355
Pacific island small states,PSS,Average precipitation in depth (mm per year),AG.LND.PRCP.MM,..
Pacific island small states,PSS,Carbon dioxide (CO2) emissions excluding LULUCF per capita (t CO2e/capita),EN.GHG.CO2.PC.CE.AR5,1.49552963819568
Post-demographic dividend,PST,"Population, total",SP.POP.TOTL,1117394729
Post-demographic dividend,PST,GDP (current US$),NY.GDP.MKTP.CD,56953387691844.6
Post-demographic dividend,PST,GDP per capita (current US$),NY.GDP.PCAP.CD,50969.801641014
Post-demographic dividend,PST,Average precipitation in depth (mm per year),AG.LND.PRCP.MM,..
Post-demographic dividend,PST,Carbon dioxide (CO2) emissions excluding LULUCF per capita (t CO2e/capita),EN.GHG.CO2.PC.CE.AR5,9.34713448071044
Pre-demographic dividend,PRE,"Population, total",SP.POP.TOTL,1051201551
Pre-demographic dividend,PRE,GDP (current US$),NY.GDP.MKTP.CD,1860790512304.23
Pre-demographic dividend,PRE,GDP per capita (current US$),NY.GDP.PCAP.CD,1770.15579032782
Pre-demographic dividend,PRE,Average precipitation in depth (mm per year),AG.LND.PRCP.MM,..
Pre-demographic dividend,PRE,Carbon dioxide (CO2) emissions excluding LULUCF per capita (t CO2e/capita),EN.GHG.CO2.PC.CE.AR5,0.579928938363146
Small states,SST,"Population, total",SP.POP.TOTL,19852364
Small states,SST,GDP (current US$),NY.GDP.MKTP.CD,270716089069.618
Small states,SST,GDP per capita (current US$),NY.GDP.PCAP.CD,13636.4661190787
Small states,SST,Average precipitation in depth (mm per year),AG.LND.PRCP.MM,..
Small states,SST,Carbon dioxide (CO2) emissions excluding LULUCF per capita (t CO2e/capita),EN.GHG.CO2.PC.CE.AR5,4.7676850316056
South Asia,SAS,"Population, total",SP.POP.TOTL,1648009565
South Asia,SAS,GDP (current US$),NY.GDP.MKTP.CD,3930640287773.46
South Asia,SAS,GDP per capita (current US$),NY.GDP.PCAP.CD,2385.08341896271
South Asia,SAS,Average precipitation in depth (mm per year),AG.LND.PRCP.MM,..
South Asia,SAS,Carbon dioxide (CO2) emissions excluding LULUCF per capita (t CO2e/capita),EN.GHG.CO2.PC.CE.AR5,1.80041151642224
South Asia (IDA & IBRD),TSA,"Population, total",SP.POP.TOTL,1648009565
South Asia (IDA & IBRD),TSA,GDP (current US$),NY.GDP.MKTP.CD,3930640287773.46
South Asia (IDA & IBRD),TSA,GDP per capita (current US$),NY.GDP.PCAP.CD,2385.08341896271
South Asia (IDA & IBRD),TSA,Average precipitation in depth (mm per year),AG.LND.PRCP.MM,..
South Asia (IDA & IBRD),TSA,Carbon dioxide (CO2) emissions excluding LULUCF per capita (t CO2e/capita),EN.GHG.CO2.PC.CE.AR5,1.80041151642224
Sub-Saharan Africa,SSF,"Population, total",SP.POP.TOTL,1229208573
Sub-Saharan Africa,SSF,GDP (current US$),NY.GDP.MKTP.CD,2292617010267
Sub-Saharan Africa,SSF,GDP per capita (current US$),NY.GDP.PCAP.CD,1865.11635260699
Sub-Saharan Africa,SSF,Average precipitation in depth (mm per year),AG.LND.PRCP.MM,..
Sub-Saharan Africa,SSF,Carbon dioxide (CO2) emissions excluding LULUCF per capita (t CO2e/capita),EN.GHG.CO2.PC.CE.AR5,0.720694535900452
Sub-Saharan Africa (excluding high income),SSA,"Population, total",SP.POP.TOTL,1103704408
Sub-Saharan Africa (excluding high income),SSA,GDP (current US$),NY.GDP.MKTP.CD,2167458359012.26
Sub-Saharan Africa (excluding high income),SSA,GDP per capita (current US$),NY.GDP.PCAP.CD,1963.80330032374
Sub-Saharan Africa (excluding high income),SSA,Average precipitation in depth (mm per year),AG.LND.PRCP.MM,..
Sub-Saharan Africa (excluding high income),SSA,Carbon dioxide (CO2) emissions excluding LULUCF per capita (t CO2e/capita),EN.GHG.CO2.PC.CE.AR5,0.785921917383209
Sub-Saharan Africa (IDA & IBRD countries),TSS,"Population, total",SP.POP.TOTL,1229208573
Sub-Saharan Africa (IDA & IBRD countries),TSS,GDP (current US$),NY.GDP.MKTP.CD,2292617010267
Sub-Saharan Africa (IDA & IBRD countries),TSS,GDP per capita (current US$),NY.GDP.PCAP.CD,1865.11635260699
Sub-Saharan Africa (IDA & IBRD countries),TSS,Average precipitation in depth (mm per year),AG.LND.PRCP.MM,..
Sub-Saharan Africa (IDA & IBRD countries),TSS,Carbon dioxide (CO2) emissions excluding LULUCF per capita (t CO2e/capita),EN.GHG.CO2.PC.CE.AR5,0.720694535900452
Upper middle income,UMC,"Population, total",SP.POP.TOTL,2803106334
Upper middle income,UMC,GDP (current US$),NY.GDP.MKTP.CD,28940725480186.1
Upper middle income,UMC,GDP per capita (current US$),NY.GDP.PCAP.CD,10324.5193124329
Upper middle income,UMC,Average precipitation in depth (mm per year),AG.LND.PRCP.MM,..
Upper middle income,UMC,Carbon dioxide (CO2) emissions excluding LULUCF per capita (t CO2e/capita),EN.GHG.CO2.PC.CE.AR5,6.45608153815997
World,WLD,"Population, total",SP.POP.TOTL,7989545217
World,WLD,GDP (current US$),NY.GDP.MKTP.CD,102251524725531
World,WLD,GDP per capita (current US$),NY.GDP.PCAP.CD,12798.1658465319
World,WLD,Average precipitation in depth (mm per year),AG.LND.PRCP.MM,..
World,WLD,Carbon dioxide (CO2) emissions excluding LULUCF per capita (t CO2e/capita),EN.GHG.CO2.PC.CE.AR5,4.66731333968557
,,,,
,,,,
,,,,
Data from database: World Development Indicators,,,,
Last Updated: 04/08/2026,,,,
